datetime,close,date,high,instrument_id,limit_down,limit_up,low,open,open_interest,symbol,time,total_turnover,trading_day,volume
2018-01-03 15:00:00,2017.5,2018-01-03,2055.0,J99,0,999999,2011.0,2014.0,289240,J99,15:00:00,847216845.0,2018-01-03,419934
2018-01-04 15:00:00,2090.0,2018-01-04,2100.5,J99,0,999999,2002.5,2016.5,337352,J99,15:00:00,1319241440.0,2018-01-04,631216
2018-01-05 15:00:00,2061.5,2018-01-05,2095.5,J99,0,999999,2039.5,2083.5,301408,J99,15:00:00,953740606.0,2018-01-05,462644
2018-01-08 15:00:00,2089.0,2018-01-08,2089.0,J99,0,999999,2040.5,2057.0,298072,J99,15:00:00,828171516.0,2018-01-08,396444
2018-01-09 15:00:00,2071.5,2018-01-09,2092.0,J99,0,999999,2061.5,2088.5,273380,J99,15:00:00,583964136.0,2018-01-09,281904
2018-01-10 15:00:00,2025.0,2018-01-10,2071.5,J99,0,999999,2012.5,2068.0,299434,J99,15:00:00,905401800.0,2018-01-10,447112
2018-01-11 15:00:00,2030.0,2018-01-11,2039.0,J99,0,999999,2009.0,2031.5,275780,J99,15:00:00,670789140.0,2018-01-11,330438
2018-01-12 15:00:00,2010.5,2018-01-12,2030.0,J99,0,999999,2002.0,2029.0,275954,J99,15:00:00,602530766.0,2018-01-12,299692
2018-01-15 15:00:00,1983.0,2018-01-15,2020.0,J99,0,999999,1965.0,2012.0,282608,J99,15:00:00,636431952.0,2018-01-15,320944
2018-01-16 15:00:00,1958.5,2018-01-16,1996.5,J99,0,999999,1946.0,1985.5,294642,J99,15:00:00,680324145.0,2018-01-16,347370
2018-01-17 15:00:00,1957.5,2018-01-17,1966.5,J99,0,999999,1929.0,1959.5,300384,J99,15:00:00,721557990.0,2018-01-17,368612
2018-01-18 15:00:00,1965.0,2018-01-18,1977.5,J99,0,999999,1953.0,1958.0,275612,J99,15:00:00,492346470.0,2018-01-18,250558
2018-01-19 15:00:00,1985.5,2018-01-19,1994.5,J99,0,999999,1941.5,1971.0,290676,J99,15:00:00,682670494.0,2018-01-19,343828
2018-01-22 15:00:00,1995.0,2018-01-22,2035.0,J99,0,999999,1983.0,1988.5,274002,J99,15:00:00,806590470.0,2018-01-22,404306
2018-01-23 15:00:00,1991.5,2018-01-23,2008.5,J99,0,999999,1964.0,1994.5,264032,J99,15:00:00,647591987.0,2018-01-23,325178
2018-01-24 15:00:00,1999.0,2018-01-24,2007.0,J99,0,999999,1973.5,1984.5,255622,J99,15:00:00,495787982.0,2018-01-24,248018
2018-01-25 15:00:00,2061.5,2018-01-25,2075.5,J99,0,999999,1995.5,2012.5,302394,J99,15:00:00,828883797.0,2018-01-25,402078
2018-01-26 15:00:00,2039.0,2018-01-26,2064.0,J99,0,999999,2028.5,2061.0,270182,J99,15:00:00,574847114.0,2018-01-26,281926
